1,2012,3,1,35780
1,2012,6,2,30597
1,2012,9,3,33849
1,2012,12,4,30919
1,2012,3,2,29907
1,2012,6,3,28424
1,2012,9,4,33383
1,2012,12,5,30671
1,2012,3,3,28786
1,2012,6,4,29927
1,2012,9,5,34063
1,2012,12,6,32587
1,2012,3,4,37227
1,2012,6,5,36593
1,2012,9,6,35952
1,2012,12,7,36257
1,2012,3,5,36040
1,2012,6,6,32864
1,2012,9,7,41826
1,2012,3,6,31046
1,2012,6,7,32825
1,2012,3,7,31367
1,2011,10,1,41844
1,2011,7,1,33782
1,2011,10,2,29021
1,2011,4,1,32436
1,2011,7,2,28845
1,2011,10,3,27223
1,2011,1,1,35160
1,2011,4,2,27664
1,2011,7,3,26478
1,2011,10,4,28894
1,2011,1,2,24100
1,2011,4,3,27213
1,2011,7,4,26838
1,2011,10,5,29892
1,2011,1,3,18545
1,2011,4,4,27281
1,2011,7,5,33843
1,2011,10,6,29728
1,2011,1,4,21377
1,2011,4,5,30485
1,2011,7,6,29436
1,2011,10,7,38291
1,2011,1,5,23131
1,2011,4,6,23926
1,2011,7,7,35217
1,2011,1,6,22004
1,2011,4,7,25579
1,2011,1,7,27238
1,2010,11,1,35417
1,2013,12,1,43825
1,2010,8,1,31147
1,2010,11,2,29078
1,2013,9,1,49875
1,2013,12,2,33591
1,2010,5,1,38728
1,2010,8,2,27141
1,2010,11,3,22596
1,2013,6,1,36879
1,2013,9,2,34194
1,2013,12,3,26962
1,2010,2,1,19011
1,2010,5,2,25219
1,2010,8,3,21542
1,2010,11,4,21277
1,2013,3,1,36375
1,2013,6,2,31680
1,2013,9,3,31759
1,2013,12,4,29882
1,2010,2,2,16005
1,2010,5,3,24547
1,2010,8,4,22327
1,2010,11,5,23232
1,2013,3,2,31350
1,2013,6,3,30598
1,2013,9,4,31667
1,2013,12,5,30716
1,2010,2,3,13118
1,2010,5,4,25547
1,2010,8,5,23411
1,2010,11,6,21204
1,2013,3,3,30192
1,2013,6,4,31118
1,2013,9,5,34113
1,2013,12,6,26456
1,2010,2,4,16897
1,2010,5,5,25995
1,2010,8,6,20968
1,2010,11,7,27782
1,2013,3,4,30738
1,2013,6,5,31542
1,2013,9,6,29506
1,2013,12,7,41671
1,2010,2,5,16993
1,2010,5,6,28005
1,2010,8,7,31040
1,2013,3,5,38809
1,2013,6,6,34891
1,2013,9,7,44531
1,2010,2,6,15492
1,2010,5,7,32481
1,2013,3,6,32980
1,2013,6,7,42216
1,2010,2,7,17150
1,2013,3,7,39905
1,2012,10,1,38990
1,2012,7,1,44699
1,2012,10,2,33425
1,2012,4,1,45548
1,2012,7,2,35841
1,2012,10,3,37383
1,2012,1,1,39207
1,2012,4,2,31177
1,2012,7,3,27257
1,2012,10,4,33998
1,2012,1,2,33941
1,2012,4,3,29752
1,2012,7,4,28349
1,2012,10,5,34123
1,2012,1,3,25620
1,2012,4,4,29985
1,2012,7,5,28927
1,2012,10,6,28081
1,2012,1,4,25147
1,2012,4,5,28478
1,2012,7,6,25353
1,2012,10,7,32395
1,2012,1,5,25171
1,2012,4,6,23534
1,2012,7,7,38561
1,2012,1,6,22161
1,2012,4,7,37705
1,2012,1,7,29799
1,2011,11,1,33640
1,2011,8,1,42061
1,2011,11,2,35682
1,2011,5,1,42633
1,2011,8,2,38712
1,2011,11,3,33197
1,2011,2,1,27889
1,2011,5,2,37237
1,2011,8,3,36217
1,2011,11,4,26158
1,2011,2,2,20513
1,2011,5,3,27214
1,2011,8,4,28059
1,2011,11,5,26389
1,2011,2,3,19432
1,2011,5,4,28285
1,2011,8,5,29088
1,2011,11,6,24437
1,2011,2,4,22303
1,2011,5,5,28465
1,2011,8,6,21469
1,2011,11,7,30892
1,2011,2,5,23363
1,2011,5,6,24808
1,2011,8,7,14009
1,2011,2,6,19315
1,2011,5,7,36740
1,2011,2,7,23930
1,2010,12,1,20447
1,2010,9,1,24491
1,2010,12,2,23166
1,2013,10,1,38216
1,2010,6,1,31974
1,2010,9,2,25985
1,2010,12,3,30331
1,2013,7,1,46341
1,2013,10,2,40738
1,2010,3,1,28130
1,2010,6,2,34562
1,2010,9,3,30344
1,2010,12,4,30593
1,2013,4,1,45538
1,2013,7,2,37785
1,2013,10,3,40356
1,2010,3,2,24422
1,2010,6,3,32389
1,2010,9,4,31395
1,2010,12,5,28580
1,2013,1,1,34641
1,2013,4,2,40013
1,2013,7,3,36273
1,2013,10,4,41886
1,2010,3,3,22797
1,2010,6,4,25443
1,2010,9,5,25587
1,2010,12,6,18584
1,2013,1,2,37133
1,2013,4,3,29395
1,2013,7,4,28776
1,2013,10,5,34462
1,2010,3,4,18161
1,2010,6,5,26218
1,2010,9,6,24778
1,2010,12,7,20036
1,2013,1,3,35864
1,2013,4,4,32729
1,2013,7,5,27895
1,2013,10,6,28539
1,2010,3,5,18309
1,2010,6,6,22049
1,2010,9,7,30693
1,2013,1,4,37410
1,2013,4,5,31757
1,2013,7,6,25574
1,2013,10,7,35255
1,2010,3,6,15382
1,2010,6,7,28834
1,2013,1,5,29169
1,2013,4,6,26639
1,2013,7,7,33187
1,2010,3,7,20196
1,2013,1,6,27254
1,2013,4,7,32704
1,2013,1,7,30218
1,2012,11,1,34981
1,2012,8,1,36431
1,2012,11,2,30637
1,2012,5,1,35729
1,2012,8,2,30874
1,2012,11,3,27037
1,2012,2,1,31662
1,2012,5,2,38100
1,2012,8,3,37132
1,2012,11,4,36876
1,2012,2,2,26195
1,2012,5,3,37656
1,2012,8,4,38985
1,2012,11,5,37306
1,2012,2,3,30927
1,2012,5,4,37241
1,2012,8,5,39846
1,2012,11,6,27695
1,2012,2,4,25150
1,2012,5,5,29620
1,2012,8,6,28217
1,2012,11,7,33432
1,2012,2,5,26228
1,2012,5,6,24439
1,2012,8,7,32377
1,2012,2,6,21605
1,2012,5,7,29132
1,2012,2,7,25985
1,2011,12,1,28225
1,2011,9,1,34389
1,2011,12,2,25202
1,2011,6,1,34794
1,2011,9,2,29294
1,2011,12,3,26619
1,2011,3,1,32549
1,2011,6,2,27953
1,2011,9,3,27755
1,2011,12,4,33893
1,2011,3,2,32528
1,2011,6,3,34536
1,2011,9,4,37328
1,2011,12,5,33526
1,2011,3,3,31427
1,2011,6,4,33770
1,2011,9,5,37747
1,2011,12,6,27179
1,2011,3,4,32081
1,2011,6,5,28991
1,2011,9,6,25830
1,2011,12,7,23903
1,2011,3,5,27782
1,2011,6,6,25103
1,2011,9,7,30534
1,2011,3,6,22673
1,2011,6,7,31147
1,2011,3,7,28673
1,2010,10,1,27936
1,2013,11,1,34605
1,2010,7,1,31324
1,2010,10,2,24792
1,2013,8,1,37672
1,2013,11,2,28144
1,2010,4,1,27015
1,2010,7,2,27848
1,2010,10,3,23309
1,2013,5,1,37683
1,2013,8,2,32427
1,2013,11,3,27713
1,2010,1,1,26200
1,2010,4,2,23957
1,2010,7,3,25608
1,2010,10,4,24534
1,2013,2,1,33016
1,2013,5,2,31861
1,2013,8,3,31748
1,2013,11,4,28012
1,2010,1,2,22159
1,2010,4,3,24005
1,2010,7,4,31888
1,2010,10,5,27869
1,2013,2,2,28785
1,2013,5,3,37146
1,2013,8,4,37804
1,2013,11,5,36919
1,2010,1,3,19819
1,2010,4,4,30722
1,2010,7,5,31735
1,2010,10,6,22189
1,2013,2,3,26151
1,2013,5,4,38495
1,2013,8,5,38033
1,2013,11,6,33340
1,2010,1,4,20149
1,2010,4,5,29970
1,2010,7,6,27671
1,2010,10,7,28826
1,2013,2,4,27314
1,2013,5,5,38058
1,2013,8,6,32997
1,2013,11,7,31052
1,2010,1,5,24913
1,2010,4,6,17973
1,2010,7,7,25485
1,2013,2,5,24394
1,2013,5,6,25262
1,2013,8,7,26207
1,2010,1,6,22495
1,2010,4,7,23588
1,2013,2,6,22298
1,2013,5,7,30975
1,2010,1,7,27296
1,2013,2,7,27332
1,2012,12,1,37235
1,2012,9,1,37025
1,2012,12,2,25679
1,2012,6,1,35538
1,2012,9,2,33515
1,2012,12,3,28348
